PostCode;Municipality
7663;Tubbergen
7664;Tubbergen
7665;Tubbergen
7666;Tubbergen
7667;Tubbergen
7668;Tubbergen
7671;Twenterand
7672;Twenterand
7675;Twenterand
7676;Twenterand
7678;Tubbergen
7679;Tubbergen
7681;Twenterand
7683;Twenterand
7685;Ommen
7686;Twenterand
7687;Hellendoorn
7688;Hellendoorn
7691;Hardenberg
7692;Hardenberg
7693;Hardenberg
7694;Hardenberg
7695;Hardenberg
7696;Hardenberg
7701;Hardenberg
7702;Hardenberg
7705;DeWolden
7707;Hardenberg
7711;Dalfsen
7715;Staphorst
7721;Dalfsen
7722;Dalfsen
7731;Ommen
7734;Ommen
7735;Ommen
7736;Ommen
7737;Ommen
7738;Ommen
7739;Ommen
7741;Coevorden
7742;Coevorden
7751;Coevorden
7753;Coevorden
7754;Coevorden
7755;Coevorden
7756;Coevorden
7761;Emmen
7764;Emmen
7765;Emmen
7766;Emmen
7771;Hardenberg
7772;Hardenberg
7773;Hardenberg
7775;Hardenberg
7776;Hardenberg
7777;Hardenberg
7778;Hardenberg
7779;Hardenberg
7781;Hardenberg
7782;Hardenberg
7783;Hardenberg
7784;Hardenberg
7785;Hardenberg
7786;Hardenberg
7787;Hardenberg
7788;Hardenberg
7791;Hardenberg
7792;Hardenberg
7793;Hardenberg
7794;Hardenberg
7795;Hardenberg
7796;Hardenberg
7797;Hardenberg
7798;Hardenberg
7811;Emmen
7812;Emmen
7813;Emmen
7814;Emmen
7815;Emmen
7821;Emmen
7822;Emmen
7823;Emmen
7824;Emmen
7825;Emmen
7826;Emmen
7827;Emmen
7828;Emmen
7831;Emmen
7833;Emmen
7841;Coevorden
7842;Coevorden
7843;Coevorden
7844;Emmen
7845;Coevorden
7846;Coevorden
7847;Coevorden
7848;Coevorden
7849;Coevorden
7851;Coevorden
7852;Coevorden
7853;Coevorden
7854;Coevorden
7855;Coevorden
7856;Coevorden
7858;Borger-Odoorn
7859;Borger-Odoorn
7861;Coevorden
7863;Coevorden
7864;Coevorden
7871;Borger-Odoorn
7872;Borger-Odoorn
7873;Borger-Odoorn
7874;Borger-Odoorn
7875;Borger-Odoorn
7876;Borger-Odoorn
7877;Borger-Odoorn
7881;Emmen
7884;Emmen
7885;Emmen
7887;Emmen
7889;Emmen
7891;Emmen
7892;Emmen
7894;Emmen
7895;Emmen
7901;Hoogeveen
7902;Hoogeveen
7903;Hoogeveen
7904;Hoogeveen
7905;Hoogeveen
7906;Hoogeveen
7907;Hoogeveen
7908;Hoogeveen
7909;Hoogeveen
7910;Midden-Drenthe
7911;Hoogeveen
7912;Hoogeveen
7913;Hoogeveen
7914;Hoogeveen
7915;Hoogeveen
7916;Hoogeveen
7917;Coevorden
7918;Hoogeveen
7921;DeWolden
7924;DeWolden
7925;DeWolden
7926;DeWolden
7927;DeWolden
7928;Midden-Drenthe
7929;Coevorden
7931;Hoogeveen
7932;DeWolden
7933;Hoogeveen
7934;Hoogeveen
7935;DeWolden
7936;Hoogeveen
7937;Midden-Drenthe
7938;Midden-Drenthe
7941;Meppel
7942;Meppel
7943;Meppel
7944;Meppel
7946;Steenwijkerland
7948;Meppel
7949;Meppel
7951;Staphorst
7954;Staphorst
7955;Staphorst
7957;DeWolden
7958;DeWolden
7961;DeWolden
7963;DeWolden
7964;DeWolden
7965;Meppel
7966;Meppel
7971;Westerveld
7973;Westerveld
7974;Westerveld
7975;Westerveld
7981;Westerveld
7983;Westerveld
7984;Westerveld
7985;Westerveld
7986;Westerveld
7991;Westerveld
8011;Zwolle
8012;Zwolle
8013;Zwolle
8014;Zwolle
8015;Zwolle
8016;Zwolle
8017;Zwolle
8019;Zwolle
8021;Zwolle
8022;Zwolle
8023;Zwolle
8024;Zwolle
8025;Zwolle
8026;Zwolle
8028;Zwolle
8031;Zwolle
8032;Zwolle
8033;Zwolle
8034;Zwolle
8035;Zwolle
8041;Zwolle
8042;Zwolle
8043;Zwolle
8044;Zwolle
8045;Zwolle
8051;Hattem
8052;Hattem
8055;Raalte
8061;Zwartewaterland
8064;Zwartewaterland
8066;Steenwijkerland
8071;Nunspeet
8072;Nunspeet
8075;Nunspeet
8076;Nunspeet
8077;Nunspeet
8079;Oldebroek
8081;Elburg
8082;Elburg
8084;Elburg
8085;Elburg
8091;Oldebroek
8094;Oldebroek
8095;Oldebroek
8096;Oldebroek
8097;Oldebroek
8101;Raalte
8102;Raalte
8103;Raalte
8105;Raalte
8106;Raalte
8107;Raalte
8111;Raalte
8112;Raalte
8121;Olst-Wijhe
8124;Olst-Wijhe
8131;Olst-Wijhe
8141;Raalte
8144;Raalte
8146;Ommen
8147;Ommen
8148;Ommen
8151;Dalfsen
8152;Dalfsen
8153;Dalfsen
8154;Dalfsen
8161;Epe
8162;Epe
8166;Epe
8167;Epe
8171;Epe
8172;Epe
8181;Heerde
8191;Heerde
8193;Heerde
8194;Heerde
8196;Olst-Wijhe
8198;Olst-Wijhe
8211;Lelystad
8212;Lelystad
8218;Lelystad
8219;Lelystad
8221;Lelystad
8222;Lelystad
8223;Lelystad
8224;Lelystad
8225;Lelystad
8226;Lelystad
8231;Lelystad
8232;Lelystad
8233;Lelystad
8239;Lelystad
8241;Lelystad
8242;Lelystad
8243;Lelystad
8244;Lelystad
8245;Lelystad
8251;Dronten
8252;Dronten
8253;Dronten
8254;Dronten
8255;Dronten
8256;Dronten
8261;Kampen
8262;Kampen
8263;Kampen
8264;Kampen
8265;Kampen
8266;Kampen
8267;Kampen
8271;Kampen
8274;Kampen
8275;Kampen
8276;Kampen
8277;Kampen
8278;Kampen
8281;Zwartewaterland
8291;Zwartewaterland
8293;Kampen
8294;Zwartewaterland
8301;Noordoostpolder
8302;Noordoostpolder
8303;Noordoostpolder
8304;Noordoostpolder
8305;Noordoostpolder
8307;Noordoostpolder
8308;Noordoostpolder
8309;Noordoostpolder
8311;Noordoostpolder
8312;Noordoostpolder
8313;Noordoostpolder
8314;Noordoostpolder
8315;Noordoostpolder
8316;Noordoostpolder
8317;Noordoostpolder
8319;Noordoostpolder
8321;Urk
8322;Urk
8325;Steenwijkerland
8326;Steenwijkerland
8331;Steenwijkerland
8332;Steenwijkerland
8333;Steenwijkerland
8334;Steenwijkerland
8335;Steenwijkerland
8336;Steenwijkerland
8337;Steenwijkerland
8338;Steenwijkerland
8339;Steenwijkerland
8341;Steenwijkerland
8342;Steenwijkerland
8343;Steenwijkerland
8344;Steenwijkerland
8345;Steenwijkerland
8346;Steenwijkerland
8347;Steenwijkerland
8351;Westerveld
8355;Steenwijkerland
8356;Steenwijkerland
8361;Steenwijkerland
8362;Steenwijkerland
8363;Steenwijkerland
8371;Steenwijkerland
8372;Steenwijkerland
8373;Steenwijkerland
8374;Steenwijkerland
8375;Steenwijkerland
8376;Steenwijkerland
8377;Steenwijkerland
8378;Steenwijkerland
8381;Westerveld
8382;Westerveld
8383;Westerveld
8384;Westerveld
8385;Westerveld
8386;Westerveld
8387;Westerveld
8388;Weststellingwerf
8389;Weststellingwerf
8391;Weststellingwerf
8392;Weststellingwerf
8393;Weststellingwerf
8394;Weststellingwerf
8395;Weststellingwerf
8396;Weststellingwerf
8397;Weststellingwerf
8398;Weststellingwerf
8401;Opsterland
8403;Opsterland
8404;Opsterland
8405;Opsterland
8406;Opsterland
8407;Opsterland
8408;Opsterland
8409;Opsterland
8411;Heerenveen
8412;Heerenveen
8413;Heerenveen
8414;Heerenveen
8415;Heerenveen
8421;Ooststellingwerf
8422;Ooststellingwerf
8423;Ooststellingwerf
8424;Ooststellingwerf
8425;Ooststellingwerf
8426;Ooststellingwerf
8427;Ooststellingwerf
8428;Ooststellingwerf
8431;Ooststellingwerf
8432;Ooststellingwerf
8433;Ooststellingwerf
8434;Ooststellingwerf
8435;Ooststellingwerf
8437;Westerveld
8438;Westerveld
8439;Westerveld
8441;Heerenveen
8442;Heerenveen
8443;Heerenveen
8444;Heerenveen
8445;Heerenveen
8446;Heerenveen
8447;Heerenveen
8448;Heerenveen
8449;Heerenveen
8451;Heerenveen
8452;Heerenveen
8453;Heerenveen
8454;Heerenveen
8455;Heerenveen
8456;Heerenveen
8457;Heerenveen
8458;Heerenveen
8459;Heerenveen
8461;Skarsterlân
8462;Skarsterlân
8463;Skarsterlân
8464;Skarsterlân
8465;Skarsterlân
8466;Skarsterlân
8467;Skarsterlân
8468;Skarsterlân
8469;Skarsterlân
8471;Weststellingwerf
8472;Weststellingwerf
8474;Weststellingwerf
8475;Weststellingwerf
8476;Weststellingwerf
8477;Weststellingwerf
8478;Weststellingwerf
8479;Weststellingwerf
8481;Weststellingwerf
8482;Weststellingwerf
8483;Weststellingwerf
8484;Weststellingwerf
8485;Weststellingwerf
8486;Weststellingwerf
8487;Weststellingwerf
8488;Weststellingwerf
8489;Weststellingwerf
8491;Boarnsterhim
8493;Boarnsterhim
8494;Boarnsterhim
8495;Boarnsterhim
8497;Smallingerland
8501;Skarsterlân
8502;Skarsterlân
8503;Skarsterlân
8505;Skarsterlân
8506;Skarsterlân
8507;Skarsterlân
8508;Lemsterland
8511;Skarsterlân
8512;Skarsterlân
8513;Skarsterlân
8514;Skarsterlân
8515;Skarsterlân
8516;Skarsterlân
8517;Skarsterlân
8521;Skarsterlân
8522;Skarsterlân
8523;Skarsterlân
8524;Skarsterlân
8525;Skarsterlân
8526;Skarsterlân
8527;Skarsterlân
8528;Skarsterlân
8529;SûdwestFryslân
8531;Lemsterland
8532;Lemsterland
8534;Lemsterland
8535;Lemsterland
8536;Lemsterland
8537;Lemsterland
8538;Lemsterland
8539;Lemsterland
8541;Skarsterlân
8542;Skarsterlân
8551;SûdwestFryslân
8552;SûdwestFryslân
8553;SûdwestFryslân
8554;SûdwestFryslân
8556;Gaasterlân-Sleat
8561;Gaasterlân-Sleat
8563;Gaasterlân-Sleat
8564;Gaasterlân-Sleat
8565;Gaasterlân-Sleat
8566;Gaasterlân-Sleat
8567;Gaasterlân-Sleat
8571;Gaasterlân-Sleat
8572;Gaasterlân-Sleat
8573;Gaasterlân-Sleat
8574;Gaasterlân-Sleat
8581;Gaasterlân-Sleat
8582;Gaasterlân-Sleat
8583;Gaasterlân-Sleat
8584;SûdwestFryslân
8601;SûdwestFryslân
8602;SûdwestFryslân
8603;SûdwestFryslân
8604;SûdwestFryslân
8605;SûdwestFryslân
8606;SûdwestFryslân
8607;SûdwestFryslân
8608;SûdwestFryslân
8611;SûdwestFryslân
8612;SûdwestFryslân
8613;SûdwestFryslân
8614;SûdwestFryslân
8615;SûdwestFryslân
8616;SûdwestFryslân
8617;SûdwestFryslân
8618;SûdwestFryslân
8621;SûdwestFryslân
8622;SûdwestFryslân
8623;SûdwestFryslân
8624;SûdwestFryslân
8625;SûdwestFryslân
8626;SûdwestFryslân
8627;SûdwestFryslân
8628;SûdwestFryslân
8629;SûdwestFryslân
8631;SûdwestFryslân
8632;SûdwestFryslân
8633;SûdwestFryslân
8635;Littenseradiel
8636;Littenseradiel
8637;Littenseradiel
8641;Littenseradiel
8642;Littenseradiel
8644;Boarnsterhim
8647;Boarnsterhim
8651;SûdwestFryslân
8658;SûdwestFryslân
8701;SûdwestFryslân
8702;SûdwestFryslân
8711;SûdwestFryslân
8713;SûdwestFryslân
8715;SûdwestFryslân
8721;SûdwestFryslân
8722;SûdwestFryslân
8723;SûdwestFryslân
8724;SûdwestFryslân
8731;Littenseradiel
8732;Littenseradiel
8733;Littenseradiel
8734;Littenseradiel
8735;Littenseradiel
8736;Littenseradiel
8737;Littenseradiel
8741;SûdwestFryslân
8742;SûdwestFryslân
8743;SûdwestFryslân
8744;SûdwestFryslân
8745;SûdwestFryslân
8746;SûdwestFryslân
8747;SûdwestFryslân
8748;SûdwestFryslân
8749;SûdwestFryslân
8751;SûdwestFryslân
8752;SûdwestFryslân
8753;SûdwestFryslân
8754;SûdwestFryslân
8755;SûdwestFryslân
8756;SûdwestFryslân
8757;SûdwestFryslân
8758;SûdwestFryslân
8759;SûdwestFryslân
8761;SûdwestFryslân
8762;SûdwestFryslân
8763;SûdwestFryslân
8764;SûdwestFryslân
8765;SûdwestFryslân
8766;SûdwestFryslân
8771;SûdwestFryslân
8772;SûdwestFryslân
8773;SûdwestFryslân
8774;SûdwestFryslân
8775;SûdwestFryslân
8801;Franekeradeel
8802;Franekeradeel
8804;Franekeradeel
8805;Franekeradeel
8806;Franekeradeel
8807;Franekeradeel
8808;Franekeradeel
8809;Franekeradeel
8811;Franekeradeel
8812;Franekeradeel
8813;Franekeradeel
8814;Franekeradeel
8816;Menameradiel
8821;SûdwestFryslân
8822;SûdwestFryslân
8823;SûdwestFryslân
8831;Littenseradiel
8832;Littenseradiel
8833;Littenseradiel
8834;Littenseradiel
8835;Littenseradiel
8841;Littenseradiel
8842;Littenseradiel
8843;Littenseradiel
8844;Littenseradiel
8845;Littenseradiel
8851;Franekeradeel
8852;Franekeradeel
8853;Franekeradeel
8854;Franekeradeel
8855;Franekeradeel
8856;Franekeradeel
8857;Harlingen
8861;Harlingen
8862;Harlingen
8871;Harlingen
8872;Harlingen
8881;Terschelling
8882;Terschelling
8883;Terschelling
8884;Terschelling
8885;Terschelling
8891;Terschelling
8892;Terschelling
8893;Terschelling
8894;Terschelling
8895;Terschelling
8896;Terschelling
8897;Terschelling
8899;Vlieland
8911;Leeuwarden
8912;Leeuwarden
8913;Leeuwarden
8914;Leeuwarden
8915;Leeuwarden
8916;Leeuwarden
8917;Leeuwarden
8918;Leeuwarden
8919;Leeuwarden
8921;Leeuwarden
8922;Leeuwarden
8923;Leeuwarden
8924;Leeuwarden
8925;Leeuwarden
8926;Leeuwarden
8927;Leeuwarden
8931;Leeuwarden
8932;Leeuwarden
8933;Leeuwarden
8934;Leeuwarden
8935;Leeuwarden
8936;Leeuwarden
8937;Leeuwarden
8938;Leeuwarden
8939;Leeuwarden
8941;Leeuwarden
9001;Boarnsterhim
9003;Boarnsterhim
9004;Boarnsterhim
9005;Boarnsterhim
9006;Boarnsterhim
9007;Boarnsterhim
9008;Boarnsterhim
9009;Boarnsterhim
9011;Boarnsterhim
9012;Boarnsterhim
9013;Boarnsterhim
9014;Boarnsterhim
9021;Littenseradiel
9022;Littenseradiel
9023;Littenseradiel
9024;Littenseradiel
9025;Littenseradiel
9026;Littenseradiel
9027;Littenseradiel
9031;Menameradiel
9032;Menameradiel
9033;Menameradiel
9034;Menameradiel
9035;Menameradiel
9036;Menameradiel
9037;Menameradiel
9038;Menameradiel
9041;Menameradiel
9043;Menameradiel
9044;Menameradiel
9045;Menameradiel
9047;hetBildt
9051;Leeuwarderadeel
9053;Leeuwarderadeel
9054;Leeuwarderadeel
9055;Leeuwarderadeel
9056;Leeuwarderadeel
9057;Leeuwarderadeel
9061;Tytsjerksteradiel
9062;Tytsjerksteradiel
9063;Tytsjerksteradiel
9064;Tytsjerksteradiel
9067;Dantumadiel
9071;Leeuwarderadeel
9072;hetBildt
9073;Ferwerderadiel
9074;Ferwerderadiel
9075;hetBildt
9076;hetBildt
9077;hetBildt
9078;hetBildt
9079;hetBildt
9081;Leeuwarden
9082;Leeuwarden
9083;Leeuwarden
9084;Leeuwarden
9085;Leeuwarden
9086;Leeuwarden
9087;Leeuwarden
9088;Leeuwarden
9089;Leeuwarden
9091;Tytsjerksteradiel
9101;Dongeradeel
9102;Dongeradeel
9103;Dongeradeel
9104;Dantumadiel
9105;Dantumadiel
9106;Dantumadiel
9107;Ferwerderadiel
9108;Dantumadiel
9109;Dantumadiel
9111;Ferwerderadiel
9112;Ferwerderadiel
9113;Dantumadiel
9114;Dantumadiel
9121;Dongeradeel
9122;Dongeradeel
9123;Dongeradeel
9124;Dongeradeel
9125;Dongeradeel
9131;Dongeradeel
9132;Dongeradeel
9133;Dongeradeel
9134;Dongeradeel
9135;Dongeradeel
9136;Dongeradeel
9137;Dongeradeel
9138;Dongeradeel
9141;Dongeradeel
9142;Dongeradeel
9143;Dongeradeel
9144;Dongeradeel
9145;Dongeradeel
9146;Dongeradeel
9147;Dongeradeel
9148;Dongeradeel
9151;Dongeradeel
9152;Dongeradeel
9153;Dongeradeel
9154;Dongeradeel
9155;Dongeradeel
9156;Dongeradeel
9161;Ameland
9162;Ameland
9163;Ameland
9164;Ameland
9166;Schiermonnikoog
9171;Ferwerderadiel
9172;Ferwerderadiel
9173;Ferwerderadiel
9174;Ferwerderadiel
9175;Ferwerderadiel
9176;Ferwerderadiel
9177;Ferwerderadiel
9178;Ferwerderadiel
9201;Smallingerland
9202;Smallingerland
9203;Smallingerland
9204;Smallingerland
9205;Smallingerland
9206;Smallingerland
9207;Smallingerland
9211;Smallingerland
9212;Smallingerland
9213;Smallingerland
9214;Smallingerland
9215;Smallingerland
9216;Smallingerland
9217;Smallingerland
9218;Smallingerland
9219;Smallingerland
9221;Smallingerland
9222;Smallingerland
9223;Smallingerland
9231;Achtkarspelen
9233;Achtkarspelen
9241;Opsterland
9243;Opsterland
9244;Opsterland
9245;Opsterland
9246;Opsterland
9247;Opsterland
9248;Opsterland
9249;Opsterland
9251;Tytsjerksteradiel
9254;Tytsjerksteradiel
9255;Tytsjerksteradiel
9256;Tytsjerksteradiel
9257;Tytsjerksteradiel
9258;Tytsjerksteradiel
9261;Tytsjerksteradiel
9262;Tytsjerksteradiel
9263;Tytsjerksteradiel
9264;Tytsjerksteradiel
9265;Tytsjerksteradiel
9269;Dantumadiel
9271;Dantumadiel
9281;Achtkarspelen
9283;Achtkarspelen
9284;Achtkarspelen
9285;Achtkarspelen
9286;Achtkarspelen
9287;Achtkarspelen
9288;Achtkarspelen
9289;Achtkarspelen
9291;KollumerlandenNieuwkruisland
9292;KollumerlandenNieuwkruisland
9293;KollumerlandenNieuwkruisland
9294;KollumerlandenNieuwkruisland
9295;KollumerlandenNieuwkruisland
9296;KollumerlandenNieuwkruisland
9297;KollumerlandenNieuwkruisland
9298;KollumerlandenNieuwkruisland
9299;KollumerlandenNieuwkruisland
9301;Noordenveld
9302;Noordenveld
9304;Noordenveld
9305;Noordenveld
9306;Noordenveld
9307;Noordenveld
9311;Noordenveld
9312;Noordenveld
9313;Noordenveld
9314;Noordenveld
9315;Noordenveld
9321;Noordenveld
9331;Noordenveld
9333;Noordenveld
9334;Noordenveld
9335;Noordenveld
9336;Noordenveld
9337;Noordenveld
9341;Noordenveld
9342;Noordenveld
9343;Noordenveld
9351;Leek
9354;Leek
9355;Leek
9356;Leek
9359;Leek
9361;Marum
9362;Marum
9363;Marum
9364;Marum
9365;Marum
9366;Marum
9367;Marum
9401;Assen
9402;Assen
9403;Assen
9404;Assen
9405;Assen
9406;Assen
9407;Assen
9408;Assen
9409;Assen
9411;Midden-Drenthe
9412;Midden-Drenthe
9413;Midden-Drenthe
9414;Midden-Drenthe
9415;Midden-Drenthe
9416;Midden-Drenthe
9417;Midden-Drenthe
9418;Midden-Drenthe
9419;Midden-Drenthe
9421;Midden-Drenthe
9422;Midden-Drenthe
9423;Midden-Drenthe
9431;Midden-Drenthe
9432;Midden-Drenthe
9433;Midden-Drenthe
9434;Midden-Drenthe
9435;Midden-Drenthe
9436;Midden-Drenthe
9437;Midden-Drenthe
9438;Midden-Drenthe
9439;Midden-Drenthe
9441;Midden-Drenthe
9442;Midden-Drenthe
9443;AaenHunze
9444;AaenHunze
9445;AaenHunze
9446;AaenHunze
9447;AaenHunze
9448;AaenHunze
9449;AaenHunze
9451;AaenHunze
9452;AaenHunze
9453;AaenHunze
9454;AaenHunze
9455;AaenHunze
9456;AaenHunze
9457;AaenHunze
9458;AaenHunze
9459;AaenHunze
9461;AaenHunze
9462;AaenHunze
9463;AaenHunze
9464;AaenHunze
9465;AaenHunze
9466;AaenHunze
9467;AaenHunze
9468;AaenHunze
9469;AaenHunze
9471;Tynaarlo
9472;Tynaarlo
9473;Tynaarlo
9474;Tynaarlo
9475;Tynaarlo
9479;Haren
9481;Tynaarlo
9482;Tynaarlo
9483;Tynaarlo
9484;Tynaarlo
9485;Tynaarlo
9486;Assen
9487;Assen
9488;Assen
9489;Assen
9491;Tynaarlo
9492;Assen
9493;Tynaarlo
9494;Tynaarlo
9495;Tynaarlo
9496;Tynaarlo
9497;Tynaarlo
9501;Stadskanaal
9502;Stadskanaal
9503;Stadskanaal
9511;AaenHunze
9512;AaenHunze
9514;AaenHunze
9515;AaenHunze
9521;Borger-Odoorn
9523;Borger-Odoorn
9524;Borger-Odoorn
9525;Borger-Odoorn
9526;Borger-Odoorn
9527;Borger-Odoorn
9528;Borger-Odoorn
9531;Borger-Odoorn
9533;Borger-Odoorn
9534;Borger-Odoorn
9535;Borger-Odoorn
9536;Borger-Odoorn
9537;Borger-Odoorn
9541;Vlagtwedde
9545;Vlagtwedde
9551;Vlagtwedde
9561;Vlagtwedde
9563;Vlagtwedde
9564;Borger-Odoorn
9566;Bellingwedde
9571;Borger-Odoorn
9573;Borger-Odoorn
9574;Borger-Odoorn
9581;Stadskanaal
9584;Stadskanaal
9585;Stadskanaal
9591;Stadskanaal
9601;Hoogezand-Sappemeer
9602;Hoogezand-Sappemeer
9603;Hoogezand-Sappemeer
9605;Hoogezand-Sappemeer
9606;Hoogezand-Sappemeer
9607;Hoogezand-Sappemeer
9608;Hoogezand-Sappemeer
9609;Hoogezand-Sappemeer
9611;Hoogezand-Sappemeer
9613;Slochteren
9615;Slochteren
9616;Slochteren
9617;Slochteren
9618;Slochteren
9619;Slochteren
9621;Slochteren
9623;Slochteren
9624;Slochteren
9625;Slochteren
9626;Slochteren
9627;Slochteren
9628;Slochteren
9629;Slochteren
9631;Veendam
9632;Menterwolde
9633;Menterwolde
9635;Menterwolde
9636;Menterwolde
9641;Veendam
9642;Veendam
9644;Veendam
9645;Veendam
9646;Veendam
9648;Veendam
9649;Menterwolde
9651;Menterwolde
9654;AaenHunze
9655;AaenHunze
9656;AaenHunze
9657;AaenHunze
9658;AaenHunze
9659;AaenHunze
9661;Stadskanaal
9663;Pekela
9665;Pekela
9671;Oldambt
9672;Oldambt
9673;Oldambt
9674;Oldambt
9675;Oldambt
9677;Oldambt
9678;Oldambt
9679;Oldambt
9681;Oldambt
9682;Oldambt
9684;Oldambt
9685;Oldambt
9686;Oldambt
9687;Oldambt
9688;Oldambt
9691;Oldambt
9693;Oldambt
9695;Bellingwedde
9696;Bellingwedde
9697;Bellingwedde
9698;Bellingwedde
9699;Bellingwedde
9711;Groningen
9712;Groningen
9713;Groningen
9714;Groningen
9715;Groningen
9716;Groningen
9717;Groningen
9718;Groningen
9721;Groningen
9722;Groningen
9723;Groningen
9724;Groningen
9725;Groningen
9726;Groningen
9727;Groningen
9728;Groningen
9731;Groningen
9732;Groningen
9733;Groningen
9734;Groningen
9735;Groningen
9736;Groningen
9737;Groningen
9738;Groningen
9741;Groningen
9742;Groningen
9743;Groningen
9744;Groningen
9745;Groningen
9746;Groningen
9747;Groningen
9749;Noordenveld
9751;Haren
9752;Haren
9753;Haren
9755;Haren
9756;Haren
9761;Tynaarlo
9765;Tynaarlo
9766;Tynaarlo
9771;Winsum
9773;Winsum
9774;Winsum
9781;Bedum
9784;Bedum
9785;Bedum
9791;TenBoer
9792;TenBoer
9793;TenBoer
9794;TenBoer
9795;TenBoer
9796;TenBoer
9797;TenBoer
9798;TenBoer
9801;Zuidhorn
9804;Zuidhorn
9805;Zuidhorn
9811;Leek
9812;Leek
9821;Grootegast
9822;Grootegast
9824;Marum
9825;Marum
9827;Leek
9828;Leek
9831;Zuidhorn
9832;Zuidhorn
9833;Zuidhorn
9841;Zuidhorn
9842;Zuidhorn
9843;Zuidhorn
9844;Zuidhorn
9845;Zuidhorn
9851;KollumerlandenNieuwkruisland
9852;KollumerlandenNieuwkruisland
9853;KollumerlandenNieuwkruisland
9861;Grootegast
9862;Grootegast
9863;Grootegast
9864;Grootegast
9865;Grootegast
9866;Grootegast
9871;Achtkarspelen
9872;Achtkarspelen
9873;Achtkarspelen
9881;Zuidhorn
9882;Zuidhorn
9883;Zuidhorn
9884;Zuidhorn
9885;Zuidhorn
9886;Zuidhorn
9891;Winsum
9892;Winsum
9893;Winsum
9901;Appingedam
9902;Appingedam
9903;Appingedam
9904;Delfzijl
9905;Delfzijl
9906;Delfzijl
9907;Delfzijl
9908;Delfzijl
9909;Delfzijl
9911;Loppersum
9912;Loppersum
9913;Loppersum
9914;Loppersum
9915;Loppersum
9917;Loppersum
9918;Loppersum
9919;Loppersum
9921;Loppersum
9922;Loppersum
9923;Loppersum
9924;Loppersum
9925;Eemsmond
9931;Delfzijl
9932;Delfzijl
9933;Delfzijl
9934;Delfzijl
9936;Delfzijl
9937;Delfzijl
9939;Slochteren
9942;Oldambt
9943;Oldambt
9944;Oldambt
9945;Delfzijl
9946;Delfzijl
9947;Delfzijl
9948;Delfzijl
9949;Delfzijl
9951;Winsum
9953;Winsum
9954;Winsum
9955;Winsum
9956;Winsum
9957;Winsum
9959;Bedum
9961;DeMarne
9962;DeMarne
9963;DeMarne
9964;DeMarne
9965;DeMarne
9966;DeMarne
9967;DeMarne
9968;DeMarne
9969;DeMarne
9971;DeMarne
9972;DeMarne
9973;DeMarne
9974;DeMarne
9975;DeMarne
9976;DeMarne
9977;DeMarne
9978;DeMarne
9979;Eemsmond
9981;Eemsmond
9982;Eemsmond
9983;Eemsmond
9984;Eemsmond
9985;Eemsmond
9986;Eemsmond
9987;Loppersum
9988;Eemsmond
9989;Eemsmond
9991;Loppersum
9992;Loppersum
9993;Loppersum
9994;Loppersum
9995;Eemsmond
9996;Eemsmond
9997;Eemsmond
9998;Eemsmond
9999;Eemsmond
